id	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
3768	a798e4575ff264386963921126196387	KJ759272.1.1797	95.868	363	15	0	1	363	414	52	2.68e-167	588
3769	8da5d258c71cb9e9de2471bac50c9ca8	AB181898.1.1744	98.626	364	5	0	1	364	383	20	0	645
3770	0e5dd3622a4ebb61f9c4fe498f7889c2	AB191413.1.1728	96.328	354	11	2	1	354	352	1	4.41e-165	580
3771	9481acc5239b813db8e2101fe32ce81b	KX602088.1.1653	93.084	347	22	2	1	346	346	1	7.67e-143	507
3772	43a8470bd8a61b6b1d8c47c236cf4a88	KT346292.1.1751	100	343	0	0	1	343	393	51	0	634
3773	985f94e544ac3664527785635d4bc6db	KC488560.1.1700	96.1	359	11	2	1	359	358	3	1.25e-165	582
3774	aeb49f8f5850d92ae868212f974cea89	DQ103828.1.1666	96.196	368	13	1	2	369	418	52	3.49e-171	601
3775	10286493dc0184354a79d9e820362468	AB275082.1.1713	96.348	356	11	2	1	355	355	1	3.42e-166	584
3776	454db4691b5091e23b011d6c7e7aed1a	KY077718.1.1385	95.616	365	13	2	1	362	380	16	1.24e-165	582
3777	b75b327e1dba718a8faa9e8d51be9da2	EU306348.1.1780	100	368	0	0	1	368	389	22	0	680
3778	eeadf5e4467a5959bac89e9f772e66e5	LAZQ01017959.11384.13240	99.76	416	1	0	1	416	464	49	0	763
3779	e57202d8fa5ea691089124b0c72020de	OQ538292.1	95.181	332	13	3	1	330	354	24	2.75e-147	521
3780	853e659550b5a11f9124834d286d6cd2	HQ643373.1.1799	94.823	367	14	3	1	362	388	22	3.47e-161	568
3781	fb1e29f292945304227d4629935689a6	KX465189.1.1752	91.781	365	25	5	1	362	414	52	9.92e-142	503
3782	2b88535408643b5237b343781053d913	AY090066.1.1308	94.737	228	11	1	4	230	277	50	6.46e-97	353
3783	fdbe15102be9f5ab23a35e5daeb3f20c	X69848.1.1809	99.452	365	1	1	1	364	415	51	0	664
3784	5fe933128c63394eb2ee8ed9242cdbf5	AY620362.1.1277	95.467	375	16	1	1	375	400	27	4.59e-170	597
3785	6d412db14c84884f9ffb8b0962075385	KJ668051.1.1773	91.758	364	27	3	1	362	383	21	9.92e-142	503
3786	c9bc152c3c95a5a36da27af60216fbf5	AB252742.1.1677	94.72	322	16	1	1	321	322	1	1.31e-140	499
3787	6f749e9ade6572af07a99f44cfedb80b	FJ814760.1.1436	93.225	369	18	4	2	368	414	51	9.95e-152	536
3788	8b0b7887f62371e41117ae631ce742b7	KT346292.1.1751	93.966	348	15	6	1	346	393	50	2.61e-147	521
3789	41f0b9c535c2367e4a1fa136059a009c	KF130592.1.1764	94.536	366	17	3	1	364	396	32	1.63e-159	562
3790	5d41c2bc5d80b6d25c06a70515f6b808	JF791067.1.1777	100	360	0	0	1	360	410	51	0	665
3791	727b2f8edae09aabebed1e93ba0c3f5c	AB622300.1.1692	100	361	0	0	1	361	369	9	0	667
3792	1f6d3335418a9712e678c335b24d65dd	AB275002.1.1662	92.308	312	21	3	26	337	309	1	7.42e-123	440
3793	db00d672d143a4048fb36b40d0662e35	MWQC01000041.882.2671	92.033	364	26	3	2	364	410	49	2.14e-143	508
3794	ec0165519fe4655c33571830a99597a0	AB505485.1.1703	91.233	365	30	2	1	364	364	1	1.69e-139	496
3795	be037a5c1e3451dda283de9f8a2f1532	KU843587.1.1934	96.91	356	11	0	1	356	482	127	4.34e-170	597
3796	9e2deaa2718b5a46bb0a98547d1c2e19	DQ207568.1.1733	92.603	365	24	3	1	364	377	15	2.76e-147	521
3797	5f2f6eeff509702db3973d81458dff44	AB183628.1.1747	98.607	359	4	1	1	359	388	31	0	636
3798	21b49f32afb25337e881f852963b6f6e	AY179972.1.1747	99.417	343	2	0	1	343	405	63	6.91e-178	623
3799	f03f97680d6c6a08c183f875a0822149	DQ103873.1.1810	99.437	355	2	0	1	355	418	64	0	645
3800	88e8c4c78bd608ce024b1461f54596cb	SIMON.SLH10	92.141	369	21	7	1	369	375	15	4.68e-145	514
3801	a26bca489516da7c2786a97c2dad9271	AB363063.1.1731	92.717	357	20	4	1	352	386	31	5.75e-144	510
3802	1de20799f708bf8987bda062f7fb105b	HM564490.1.1620	93.644	236	14	1	1	236	316	82	2.65e-96	351
3803	b6da46c676c74952226c4fc64cf5136c	EF024704.1.1793	90.836	371	30	3	1	371	414	48	6.13e-139	494
3804	36921bcf9712b8b1d5976eb78838b604	AY149896.1.1770	99.714	350	1	0	1	350	397	48	0	641
3805	5569f312da9643dcb88b24cc910e672c	KU743829.1.1794	90.358	363	32	3	3	363	411	50	7.8e-133	473
3806	a56a92aef20b8dcfe76e71c93aa3c962	AY620333.1.1265	97.003	367	10	1	1	366	393	27	1.24e-175	616
3807	78dfd4c669e62ddd7b36e2fe037916cf	AB505560.1.1722	96.97	363	7	3	1	359	363	1	7.39e-173	606
3808	96956978ac7fa3408848ac5846e6ba70	DQ229957.1.2098	98.695	383	5	0	1	383	433	51	0	680
3809	233442ca7dbea731ba0acd717e0f3505	JQ340335.1.1776	90.411	365	29	6	1	363	385	25	2.17e-133	475
3810	700a3dbb1d1580aaa9246552f99812d5	AB505504.1.1739	99.448	362	2	0	1	362	362	1	0	658
3811	ac67c4ae3fd34ce2ec6c26d119341f3a	JN606065.1.1798	99.443	359	2	0	1	359	409	51	0	652
3812	18aa5de6eeb89481524c5ffefbd0f8fa	JX535336.1.1724	97.321	336	9	0	1	336	378	43	2.47e-162	571
3813	5fca921c96adb79168233c9cfd81584f	X85392.1.1790	99.719	356	0	1	1	356	405	51	0	651
3814	645cc8b28dee2b2c8f4c36770f0dd4be	OR590895.1	92.837	363	25	1	1	362	367	5	2.12e-148	525
3815	43825ec3cfc08b423364d7576ef9ff17	DQ207567.1.1776	93.151	365	18	7	2	362	395	34	1.64e-149	529
3816	48d3761370b399c537b1ad13720c5f3a	KX601118.1.1846	90.27	370	29	5	1	366	413	47	6.08e-134	477
3817	a93a8c0fcc178dc291364193db650459	JN202427.1.1959	97.574	371	7	2	1	370	417	48	0	634
3818	6a5c6ba86369c968a9fba31035d0255f	FJ832156.1.1753	92.669	341	22	3	1	340	394	56	2.6e-137	488
3819	7a4f382fec912c5f7f98c01c3f0a66fb	AC256215.2907.4706	94.262	366	21	0	1	366	414	49	5.87e-159	560
3820	531fc30001d76f0108317562d969ceec	EF418925.1.1806	95.055	364	16	2	1	362	395	32	2.68e-162	571
3821	522f4772e20c1b2780d616939ba75dd4	AY443021.1.1748	100	361	0	0	1	361	391	31	0	667
3822	5b8b41d23403353a6b84f72f9714ebdb	DQ103853.1.1627	95.251	358	16	1	1	357	409	52	1.23e-160	566
3823	25d93c075229f3b566fe3047186c001d	GU902154.1.1751	99.735	378	1	0	1	378	409	32	0	693
3824	799357757c8a27ca6ac4152f799ef53b	KC672536.1.1815	99.451	364	2	0	1	364	415	52	0	662
3825	15e87e711d3d76265688e14bcea1acf6	KX944154.1.1503	95.317	363	16	1	1	363	362	1	2.08e-163	575
3826	7ad2b946fab2a98668b78e962a22fc0e	KC671448.1.1811	99.451	364	2	0	1	364	414	51	0	662
3827	2b63350d052f6bfad6c1c60905e55446	AY620319.1.1264	99.454	366	2	0	1	366	392	27	0	665
3828	2c70940d5ee622ee30ea3877d296765c	AF119081.1.1761	93.767	369	23	0	1	369	396	28	2.76e-157	555
3829	9af41c78b84cc85b4a02fdd506ec1007	JN939408.1.1758	91.436	362	27	3	1	358	392	31	5.92e-139	494
3830	f083dab5201f6b998aab14d69eaed1c3	FJ790717.1.1802	99.727	366	1	0	1	366	393	28	0	671
3831	3ad07820c8adc9c09a593c9f0e282415	KP187825.1.1232	98.641	368	5	0	1	368	398	31	0	652
3832	2b0ac39f091c10ab0649aa2a8a827478	AY179978.1.1785	99.724	362	1	0	1	362	412	51	0	664
3833	350d2ea7dc97f4dc3a9b8459655ddbad	AY620296.1.1266	97.574	371	9	0	1	371	397	27	0	636
3834	535fb6b9626e22ac65b946adf4f2cb16	FJ790717.1.1802	100	365	0	0	1	365	393	29	0	675
3835	3d1e3741864719d434172cb58471fb65	KY320339.1.1613	99.346	306	2	0	1	306	306	1	2.52e-157	555
3836	546724b26d38fbf55ff2fbe86af434da	DQ873646.1.1781	90.054	372	26	8	1	369	392	29	2.85e-132	472
3837	b56f8c60bcdfbe077a4a62eafe85a7bd	AB058378.1.1748	99.16	357	3	0	1	357	384	28	0	643
3838	0bd966b630cc51bdc51329071b84fb75	DQ025753.1.1777	100	349	0	0	1	349	398	50	0	645
3839	0fb5b0e41d37f104740e94cf01769bd0	SIMON.CB19	93.151	365	20	5	1	365	372	13	4.59e-150	531
3840	ae0814991b00a5c41a65a2fcf435353c	SIMON.GV2	93.956	364	21	1	1	364	375	13	1.26e-155	549
3841	06efb8fed334662b02f76006f9376000	AY620362.1.1277	96.515	373	8	3	1	368	400	28	1.61e-174	612
3842	08b57a7b01567367529f19f489ec32f1	OL388474.1	94.693	358	16	3	1	357	357	2	9.74e-157	553
3843	8e5155e53da627640d28f2e0fe03f05b	HAAW01017032.470.2493	100	408	0	0	1	408	456	49	0	754
3844	25dc5ea8c851714c4a495c9700702d39	JQ434475.1.1733	97.26	365	7	3	1	362	382	18	1.22e-175	616
3845	78c55ea103b0dfdf0ba3510826e626a4	EF527166.1.1553	94.817	328	15	2	1	328	327	2	5.93e-144	510
3846	87383b388256187e93e282dbf9bfa81a	EF219013.1.1704	96.697	333	10	1	1	333	332	1	9.77e-157	553
3847	e31262906f775b76a4c12c014f15a3cc	AY102175.1.1636	98.438	320	4	1	1	319	370	51	1.41e-159	562
3848	81e2c2f138463fbb27ea326e926deba4	AB284574.1.1789	96.639	357	8	4	1	353	388	32	7.2e-168	590
3849	825983126cbdf6f28db2a1939b569648	GFKH01021693.648.2460	99.725	364	1	0	1	364	412	49	0	667
3850	a04a86bf75747f7ad2ec4e6a5d442ba4	DQ190241.1.1840	96.257	374	12	2	1	373	422	50	1.63e-174	612
3851	f4a9c8bda1286b08220ed5029a63ef62	KC771153.1.1815	98.641	368	5	0	1	368	417	50	0	652
3852	709bc34ce1655ef96820807ea7d8b936	D85294.1.1733	99.455	367	2	0	1	367	381	15	0	667
3853	e78d049a83675e3822fd0b2c10d627c2	AY882531.1.1817	100	359	0	0	1	359	420	62	0	664
3854	20873c1b87d89072838d0f1df4aa2dff	MWQC01000041.882.2671	92.287	363	25	3	2	363	410	50	1.66e-144	512
3855	c7d03fb561b1d80f1c89792fe2048b1a	JN048124.1.1795	99.448	362	2	0	1	362	411	50	0	658
3856	5f64edba580512b91deb69c48adb3f2e	AB505563.1.1732	98.338	361	6	0	1	361	361	1	0	634
3857	0289a8d6f6fa4917d08ac6c11a8da72a	AY179980.1.1790	90.836	371	32	2	1	371	430	62	1.7e-139	496
3858	35113ebf3ce481334c85708cc864c86d	MG669890.1	96.359	357	9	3	1	356	354	1	3.38e-166	584
3859	ae5ccf6617952c972bbd512b104b2da9	GQ921337.1.1778	90.09	333	31	2	1	332	410	79	4.73e-120	431
3860	5ff93718309e36f967aa6203442418c3	AY749512.1.1573	99.72	357	1	0	1	357	383	27	0	654
3861	b86f9399a77ba6ee9977d43aa95044a4	JX178761.1.1598	97.965	344	7	0	1	344	394	51	4.19e-170	597
3862	7b790f08fceb14c94106b083755eeb32	DQ520881.1.1696	100	352	0	0	1	352	372	21	0	651
3863	1b27ca51af7eebcb5af88fdb1b9c056f	AY180001.1.1818	90.811	370	30	4	1	368	417	50	2.18e-138	492
3864	6f5ba72e7776ae4ce4512447203b88d3	AF280076.1.1787	95.21	334	16	0	1	334	410	77	1.63e-149	529
3865	bdb84ce643ded3c3787fba8c27b65f9d	LC375249.1.1771	93.767	369	22	1	1	368	399	31	9.88e-157	553
3866	23a741c1a98c053d987e0c8aec1078ca	GU827592.1.1756	92.033	364	23	6	1	362	389	30	7.67e-143	507
3867	63bf30958931bc7127aacf4f62e3d090	SIMON.CB19	96.667	360	12	0	1	360	372	13	1.22e-170	599
3868	286824cb371cf124beacd6ef70deebc8	FJ814760.1.1436	98.098	368	4	3	1	368	415	51	0	638
3869	7865a47f77ce41f70d5e306febffc7b1	AB191413.1.1728	96.045	354	12	2	1	354	352	1	2.05e-163	575
3870	e4dd3e5700f378ea3f9a38145f03d149	OL388474.1	91.989	362	22	6	1	361	357	2	3.62e-141	501
3871	a04dfebad1b56b0f86213d4455d92405	GQ921337.1.1778	91.69	361	29	1	1	360	410	50	1.28e-140	499
3872	b6f7dbb7e41df67fa8cd38ceb0779369	FJ821481.1.1797	91.153	373	25	6	1	372	405	40	1.32e-140	499
3873	91e4732705e11112f8e1b14b3f37b991	AY179980.1.1790	95.405	370	16	1	1	370	430	62	2.72e-167	588
3874	0df3a50bd298cacfad2318206f9a8b48	JN202427.1.1959	96.486	370	13	0	1	370	417	48	1.62e-174	612
3875	f67914287c4ed358b0ab7526924b44db	EU910606.1.1392	97.214	359	10	0	1	359	407	49	2.02e-173	608
3876	55cb8274e6e98221238fd60ea8393681	AY527054.1.1814	99.729	369	1	0	1	369	419	51	0	676
3877	ba842b659d24e5c8be6d97950c5e561a	FN690690.1.1689	100	369	0	0	1	369	374	6	0	682
3878	77329f76e47e9191f667bec7f052d735	OQ396726.1	94.754	305	16	0	1	305	353	49	2.03e-133	475
3879	82f9a70a3b93cb9b990b7bd9e29517d5	EF659927.1.1713	94.215	363	16	5	1	361	371	12	1.26e-155	549
3880	d48e48029b3ec206aa620671eb7cfaaa	EF100301.1.1336	95.845	361	13	2	1	361	410	52	1.23e-165	582
3881	7df1c8c7d0f1dfb607d20f26527376b6	MWQC01000041.882.2671	92.033	364	26	3	2	364	410	49	2.14e-143	508
3882	b17acf3bb7e5a6b9cb1e08219be9b59d	OR590942.1	94.118	374	0	7	1	374	354	3	1.32e-155	549
3883	63fe8530444d0571763ee68d5aa3eb17	JN815322.1.1691	96.61	354	10	2	1	353	353	1	9.6e-167	586
3884	2e77a3624224ca9ab7d9b6c37bd1ddc5	JX188317.1.1768	97.23	361	8	2	1	361	389	31	5.66e-174	610
3885	ed1aeb6f18871464341c98208dfd9a58	MH198179.1.1810	99.198	374	3	0	1	374	424	51	0	675
3886	ce1b4d8284467039a906899843138407	JX912166.1.1789	96.953	361	11	0	1	361	402	42	7.35e-173	606
3887	bafb42be40ead058ced113bb6aed4ba5	EF666482.1.1787	91.69	361	30	0	1	361	411	51	3.56e-141	501
3888	1e35d412e31c8af4bee1e90cf51d408d	EU380293.1.1808	97.003	367	8	3	1	367	414	51	4.46e-175	614
3889	969401bab4f492ba195e97e70af45d14	KC890804.1.1944	97.493	359	5	4	1	356	430	73	5.58e-174	610
3890	203565c630b0e242ff3ef8280786ae6a	GQ411073.1.1653	98.271	347	6	0	1	347	349	3	1.95e-173	608
3891	14348822e8e91415d8ff03205d6ed475	Y16914.1.1852	97.253	364	9	1	1	363	426	63	1.22e-175	616
3892	68caba986eba4f72dc43bbd970ec9cd2	FN562438.1.1785	100	361	0	0	1	361	391	31	0	667
3893	500277f01f9390a51fd87b2e33a75a05	AB275083.1.1702	100	348	0	0	1	348	348	1	0	643
3894	4dc10629660befe02b0b9a700a861db8	AY180002.1.1827	92.308	377	23	5	1	376	422	51	4.74e-150	531
3895	aececc5bfbb678c3a88c7dcaf9f5f5e4	SIMON.SLH10	96.122	361	14	0	1	361	375	15	7.38e-168	590
3896	332cd42b25f1eea3a5116bca7b787c3a	EF526909.1.1344	97.534	365	9	0	1	365	416	52	2.05e-178	625
3897	d7565b68f5d59a840851825b1a4a7873	JN939408.1.1758	91.46	363	27	3	1	359	392	30	1.64e-139	496
3898	aff6472b3cf21faf38c3ef19056fd1df	KR024701.1.1731	99.413	341	2	0	1	341	411	71	8.85e-177	619
3899	feab19e415379b211d92d714d8b9eb33	EF591327.1.1704	97.027	370	11	0	1	370	370	1	2.1e-178	625
3900	8cb09cdb48218d219a8e91e6dca3e7bd	SIMON.CB6	95.082	244	10	2	7	250	256	15	9.04e-106	383
3901	bfbaf63fb83751f9954907e4e4f907a7	KU525749.1.1754	99.443	359	1	1	1	359	388	31	0	651
3902	0e56f692fd04c1cc98c83ef8e1a4caaa	GDHR01039377.1211.2969	99.452	365	2	0	1	365	414	50	0	664
3903	8049900c9f77f0d169728e76936d3512	EF023252.1.1790	91.507	365	26	5	1	362	410	48	4.61e-140	497
3904	54c8f741d637a1ea477e5ef08009afa0	EU647170.1.1763	96.1	359	14	0	1	359	406	48	9.49e-167	586
3905	e68c59cc00c4da532e300c609306dbb8	FPLL01002833.3.1802	96.927	358	10	1	7	363	406	49	1.23e-170	599
3906	dfaee904a37ed75b251c02538c297f1c	FR874476.1.1806	90.761	368	27	7	1	362	416	50	3.59e-136	484
3907	c221dbb9846d855fead95ab899c6f679	AM180969.1.1791	90.137	365	33	3	1	363	415	52	2.8e-132	472
3908	18373c0f52ad40432fccadcb43941ee2	AB275055.1.1709	96.712	365	9	3	1	363	364	1	2.69e-172	604
3909	99f80a35a161718e725e8ad8606efae9	OR590900.1	96.667	360	12	0	1	360	361	2	1.23e-170	599
3910	0e21fc851dcf382225acbbe86cb2540a	MF664500.1.3014	92.033	364	24	5	1	361	380	19	7.64e-143	507
3911	b54f3a81e9170d34dcf8103628810e08	KC486019.1.1649	90.934	364	21	8	1	352	366	3	1.62e-134	479
3912	de81c993fde690a86580137e0cecf80c	KJ763578.1.1794	90.761	368	25	9	1	365	412	51	1.3e-135	483
3913	2af2feb8994c3e16cb7f5dd5be88b482	GQ144681.1.1826	94.086	372	17	4	1	369	426	57	5.94e-159	560
3914	f41ddd54bb82cf8ef4fab984311c0c57	HQ912407.1.1623	90.544	349	27	5	1	346	390	45	7.46e-128	457
3915	b2627c3e4641a42bfc5223c8b9bec310	AY620358.1.1269	99.194	372	3	0	1	372	398	27	0	671
3916	fdacaef787f9b4c5fcc409041f40c542	FJ800605.1.1398	98.108	370	1	4	1	370	391	28	0	640
3917	1871b180f9122ca9668a485f0eec3763	FUFK010037307.1.1577	99.708	342	1	0	1	342	379	38	5.31e-179	627
3918	51d2479462e55a040dbbac35b8611a49	HQ232180.1.1768	99.721	359	1	0	1	359	392	34	0	658
3919	54a9c0de95574006a0e7924e00ba1c3d	AY705738.1.1745	96.961	362	9	2	1	362	369	10	7.35e-173	606
3920	ecbd99e0798d4c2a4fafbc7540b70c56	JQ798591.1.1716	97.268	366	8	2	1	366	364	1	9.55e-177	619
3921	11c8e9b03cc0fd2b2af5cf501f4330e5	AY620358.1.1269	91.689	373	27	4	1	370	398	27	4.69e-145	514
3922	2f77f83a6dc6930a3dc65e6c30434abd	SIMON.CB6	95.86	314	11	2	21	334	325	14	7.03e-143	507
3923	b2d92a2054d010ab566b2bdae53631f7	EF526901.1.1367	91.892	370	22	6	7	371	419	53	6.08e-144	510
3924	871437cb87febb67e8af55a9444ec8b3	AY620355.1.1267	93.225	369	24	1	1	368	395	27	2.14e-153	542
3925	eaf6bc8f6773f349e82fcdc20f8e70ec	Z27393.1.1722	92.287	363	23	4	1	359	362	1	5.91e-144	510
3926	3ee861f10b2c9c9652280bd24c54c424	LC150173.1.1472	94.737	361	16	3	1	360	368	10	2.07e-158	558
3927	099717c0e14b83effc5329b0cbc1bd91	AB505563.1.1732	98.061	361	7	0	1	361	361	1	1.59e-179	628
3928	52866ab53442015e337be2d24c5eb4bf	AY620307.1.1268	94.022	368	16	5	1	363	393	27	9.74e-157	553
3929	d7849f43e761fc2d9fb40805a6d5b7ab	KY322507.1.1732	99.714	350	1	0	1	350	372	23	0	641
3930	414a9d43b738bf056928d882fc6ac386	JF264870.1.1683	97.971	345	7	0	1	345	370	26	1.17e-170	599
3931	1ee61d86151fce3775d0f7c69ac35bd0	FN433905.1.1739	99.723	361	1	0	1	361	361	1	0	662
3932	371383d2ea7dc5d33b83deec7af35e1a	OL671195.1	93.948	347	20	1	1	346	347	1	7.66e-148	523
3933	72805db227b0d7a6313effcf9f16a576	GU479947.1.1453	90.21	286	12	9	1	277	284	6	2.18e-98	359
3934	293d3bfbed6c28c1ded2d124ee2c5b1a	MN786735.1	90.883	351	28	4	1	349	349	1	3.61e-131	468
3935	f2101ec25ac09b208f8599ed1457bc7f	KP719190.1.1878	92.246	374	24	4	1	370	409	37	1.29e-150	532
3936	77e94baec34491ba8eb011c3b9032a9b	JN873311.1.1647	93.855	358	20	2	1	357	431	75	2.68e-152	538
3937	47034e5e98920a7adcaf90325cc7ff84	EU852658.1.1866	91.274	424	33	4	1	423	470	50	2.45e-163	575
3938	222d21dd9a9c889a5543b7ec8794ba0f	LC019990.1.1772	99.479	384	2	0	1	384	414	31	0	702
3939	30582b4bc801c695843389700ed2600b	AB011425.1.1784	99.726	365	1	0	1	365	389	25	0	669
3940	d77d00a9460181ab4ef0f7ccbaaa5d17	FR837700.1.1713	95.161	372	15	3	1	370	371	1	3.52e-166	584
3941	3169edd9a22abc392c6e7d7ad96e671c	EF526901.1.1367	93.207	368	19	5	7	369	419	53	9.98e-152	536
3942	07715206c38ddb8de916e33705e1c5bd	KY322507.1.1732	93.162	351	24	0	1	351	372	22	1.23e-145	516
3943	8c38c70c0bf04bba19c1729f143fd607	AB695521.1.1763	97.253	364	8	2	1	362	390	27	1.22e-175	616
3944	2ff2d4c7d5759d0774dac5344f9ee79f	FR874476.1.1806	92.896	366	23	2	2	364	415	50	1.65e-149	529
3945	6df4c3eb1cbe04924de96aa6ecf12c2a	DQ103777.1.1786	93.425	365	23	1	1	364	416	52	7.6e-153	540
3946	02e97b417281413d52e09986ff9f721e	X71140.1.1768	90.529	359	28	5	1	355	407	51	9.85e-132	470
3947	74f4abedabb0e4cbe12505faae4194d4	FPLL01000650.7.1776	98.88	357	2	2	1	356	388	33	0	636
3948	f5810dbeb8bcd5409286e1f40bbaf498	AB363063.1.1731	92.541	362	13	8	1	354	386	31	7.48e-143	507
3949	60a54f34884bea942e1d77b8528d6781	MG670013.1	93.132	364	25	0	1	364	370	7	3.55e-151	534
3950	2e0607b9f3a944b5f773a9e6c2dfd979	AM774569.1.1796	94.087	389	20	3	1	387	417	30	2.86e-167	588
3951	bb95a70f6d4d36fd4fa3cd09faa213f8	AJ315170.1.1696	99.443	359	2	0	2	360	359	1	0	652
3952	58ab7b4e7b032c540cb2ec3ace842b85	JN936459.1.1772	99.194	372	3	0	1	372	415	44	0	671
3953	acbace99b9fc45c2c6e0275c87830a0d	EU011929.1.1795	93.478	368	18	6	1	363	417	51	2.11e-153	542
3954	5995234ef11911c732e129ac5e7cddfe	JXRI01002843.3978.5667	99.091	330	3	0	1	330	377	48	5.18e-169	593
3955	dbe2a70af3ca8192a3b4108277eef451	AAAA02046270.117.1956	100	366	0	0	1	366	414	49	0	676
3956	52f61fc3eb9579cfb3484395d231c3be	KX602083.1.1697	98.603	358	5	0	1	358	358	1	0	634
3957	7c8c726b052e13d4fa28233d226ee02a	AB716911.1.1795	100	364	0	0	1	364	414	51	0	673
3958	9c841232bc8f1389632856d23064de08	AB290454.1.1644	93.478	322	19	2	1	321	352	32	5.3e-134	477
3959	fe0050636f3b3945d858f11adb3d5f50	FJ153754.1.1787	99.174	363	3	0	1	363	393	31	0	654
3960	16907900756228bcc0e3898f42ba7551	EU371397.1.1818	95.664	369	14	2	1	369	423	57	2.1e-168	592
3961	d8142748c9cfdc6f46d1a317e4e45991	KJ887405.1.1798	97.855	373	8	0	1	373	420	48	0	645
3962	3573986cd05af1398952cf19208aa6d7	AB695481.1.1768	94.795	365	19	0	1	365	391	27	9.73e-162	569
3963	0f7a3761bf0b74d34f81724f47c5f3ed	DQ103863.1.1790	98.347	363	6	0	1	363	414	52	0	638
3964	cb6a220735a1dc80fdfdbcdca82441f2	AB217869.1.1806	99.724	362	1	0	1	362	411	50	0	664
3965	05121612422519cd6968136add985572	AB181898.1.1744	96.995	366	9	1	1	366	383	20	4.44e-175	614
3966	5a391f3260d61ae773632c97d986710d	LKHX01002880.29185.31035	100	417	0	0	1	417	464	48	0	771
3967	0cd00f7eae0e3b1971d25c9f383c862d	FJ814760.1.1436	90.489	368	29	4	1	365	415	51	4.69e-135	481
3968	f5dab9b2df6278b3d10335a02052fae0	EU162636.1.1786	96.389	360	13	0	1	360	407	48	5.69e-169	593
3969	353f8b13c1f9945d7719c193f97eccdb	JX188322.1.1754	98.892	361	4	0	1	361	392	32	0	645
3970	7b77837773e1a9a3884bf83549fc3a59	EF526891.1.1825	91.733	375	18	11	1	366	420	50	2.16e-143	508
3971	d0a3c9eaff564fffa4af4456245354e2	KU594642.1.1723	99.721	358	1	0	1	358	387	30	0	656
3972	0c1af93a4cf9c7182425d38daf3002b7	AY821964.1.1587	94.719	303	15	1	1	303	302	1	9.49e-132	470
3973	080995ea8079bab4630a524f140dccd2	JQ781892.1.1799	93.484	353	20	3	1	350	402	50	2.65e-147	521
3974	cc65f05fab69052544a4b5661e9759ee	HM536153.1.1996	100	366	0	0	1	366	495	130	0	676
3975	5246a44b559894f5e886977f3203a62d	EF527166.1.1553	92.661	327	23	1	1	327	327	2	1e-131	470
3976	04bedd343cfbfa535a4b63af2fc3f12f	LC125926.1.1766	95.122	369	12	5	1	368	394	31	5.86e-164	577
3977	00f67e1699b96827e29d64cfd96d3a63	AB505485.1.1703	91.758	364	27	3	1	362	364	2	1.01e-141	503
3978	395e606d0bee3d43ebf2be0b9c56ebe5	MF669380.1.2433	95.58	362	12	4	1	362	387	30	5.76e-164	577
3979	52a2bfc54f10c306353c3d39ef19cc1a	JN856014.1.1722	98.319	357	6	0	1	357	360	4	5.56e-179	627
3980	7a344bad693790516861b68095b5ded7	AB013012.1.1791	99.462	372	0	2	1	371	402	32	0	675
3981	fb0b3462b6047e884c9cb53adaba784b	EF023669.1.1884	100	373	0	0	1	373	419	47	0	689
3982	4c6ac194df960842ce3c3f8dc2978cbe	AJ971529.1.1605	94.175	309	18	0	1	309	339	31	2.36e-132	472
3983	c61f4753ef93f9271f21c2790812bc9d	SIMON.RF9	93.681	364	3	1	1	344	377	14	5.57e-149	527
3984	05dce849b27adab1fc704ac138951c23	FJ800640.1.1421	97.305	371	10	0	1	371	400	30	4.48e-180	630
3985	67a361564962809a5cda5344b4b890c7	AF243501.1.1796	91.541	331	22	6	1	331	408	84	3.68e-126	451
3986	16b88d104d974156b997a7b5184cd43c	JF268327.1.1663	91.185	363	5	1	1	336	428	66	3.34e-131	468
3987	02adb31a9f206afc66d558df076d289a	KR819140.1.1792	90.71	366	26	8	1	361	414	52	4.63e-135	481
3988	3d6b916d1a5e1a0cb89c8f58ed73141a	AF124210.1.1813	100	369	0	0	1	369	420	52	0	682
3989	b2a0a67486ec729b30abbe8d3ea1fda2	AF022155.1.1790	92.562	363	0	1	1	336	408	46	1.53e-139	496
3990	2892fe24d38224bfcf0889b3015c2a47	AY741379.1.1758	99.174	363	3	0	1	363	396	34	0	656
3991	3d90dd4768fa1ad33f03fdbdc06a464c	KC582894.1.1795	99.721	358	1	0	1	358	407	50	0	656
3992	f302d2fae33eb5c3b3545596222f95b4	FR865486.2.1767	100	357	0	0	1	357	386	30	0	660
3993	eae97eaf7ceaa385c45c72e552ddb4b7	AY620328.1.1251	92.761	373	17	9	1	368	394	27	4.63e-150	531
3994	537bd9c18fdd4e091b230040c7c0afcf	OR590981.1	96.439	337	8	4	1	335	342	8	9.77e-157	553
3995	5cd5818f305aca192ea5d7bca7925df4	AB181898.1.1744	90.659	364	33	1	1	363	383	20	1.3e-135	483
3996	aba03268e38bf37c3fcee1a25314b587	FJ800611.1.1388	97.527	364	9	0	1	364	393	30	7.34e-178	623
3997	2532fcba05b63a02087f89b11feadd77	KY077721.1.1381	95.628	366	15	1	1	366	380	16	9.69e-167	586
